iter	RMSE
233	0.1091256948
234	0.1090222289
235	0.1089598438
236	0.1089183872
237	0.1087732522
238	0.1087523381
239	0.1087222369
240	0.1084452936
241	0.1083580333
242	0.1082979529
243	0.1079566373
244	0.107855801
245	0.1075433563
246	0.107517235
247	0.1074337076
248	0.1074105375
249	0.1072678026
250	0.1070703408
251	0.1070462846
252	0.1070091279
253	0.1069450168
254	0.1069185056
255	0.106731194
256	0.1066266921
257	0.1066041079
258	0.1064610161
259	0.1061273171
260	0.1059793111
261	0.1058129793
262	0.1054899957
263	0.105358511
264	0.1050921531
265	0.1048975765
266	0.1048084674
267	0.1045453832
268	0.1043845609
269	0.1042298878
270	0.103958351
271	0.1038476234
272	0.1037782592
273	0.103676626
274	0.1034958666
275	0.1033410032
276	0.1032334269
277	0.1032064312
278	0.1031041511
279	0.1029605001
280	0.1028551099
281	0.1027385546
282	0.1026753042
283	0.1026160859
284	0.1025812091
285	0.1024545638
286	0.1022556145
287	0.1021511988
288	0.101930813
289	0.1018564872
290	0.1016559169
291	0.1014706539
292	0.1014259893
293	0.1011528637
294	0.1010722394
295	0.1008544509
296	0.1006844164
297	0.1005089956
298	0.1002814888
299	0.1002257066
300	0.1000203402
301	0.09991801711
302	0.09987347522
303	0.09962325238
304	0.09944947455
305	0.09937740887
306	0.09920435375
307	0.09900055839
308	0.09880255899
309	0.09866211194
310	0.09849773152
311	0.09827713299
312	0.09811469297
313	0.09786745998
314	0.09777203826
315	0.0976595635
316	0.09748584578
317	0.09746453828
318	0.09741593296
319	0.09724342816
320	0.09696911629
321	0.09678777664
322	0.09676868184
323	0.09654089013
324	0.09648463755
325	0.09641978771
326	0.09617962646
327	0.09597299325
328	0.09573481171
329	0.09552083483
330	0.09532326292
331	0.0952787416
332	0.09515521422
333	0.09490420755
334	0.09467475702
335	0.09440252426
336	0.09419775762
337	0.09407814496
338	0.09392487888
339	0.09375067604
340	0.0936944892
341	0.09346415078
342	0.09326278038
343	0.09312631322
344	0.0929126604
345	0.09278196045
346	0.09257404328
347	0.09239294721
348	0.09220138925
349	0.09197244411
350	0.09184057605
351	0.09177190663
352	0.09164037813
353	0.09147349437
354	0.09135029977
355	0.09131498821
356	0.09103796612
357	0.09090374979
358	0.09068871248
359	0.09049777862
360	0.09034800084
361	0.09022215715
362	0.09020310454
363	0.09015700519
364	0.08994772869
365	0.08979683249
366	0.08970145762
367	0.08950915533
368	0.08939025356
369	0.08935074624
370	0.08931177741
371	0.08897342872
372	0.08889700412
373	0.08867867543
374	0.08849999227
375	0.08826791859
376	0.08823857238
377	0.08813121263
378	0.08787133715
379	0.08777808834
380	0.08773245527
381	0.08771647248
382	0.08748226242
383	0.08743893273
384	0.08720840984
385	0.08704706633
386	0.08693581457
387	0.08681727709
388	0.08674593961
389	0.08654449025
390	0.08643600711
391	0.08627381049
392	0.08620919921
393	0.08609041588
394	0.08602000514
395	0.08584026365
396	0.08578981235
397	0.08577117559
398	0.08552127438
399	0.08527530279
400	0.08510089173
401	0.08508461885
402	0.08501111763
403	0.08478047951
404	0.08476793752
405	0.08462747434
406	0.08438705618
407	0.08411270212
408	0.08385859938
409	0.08374726691
410	0.08355511335
411	0.08347563497
412	0.0833500827
413	0.08323424862
414	0.08313304227
415	0.08309152917
416	0.08292586301
417	0.0827694283
418	0.08269177133
419	0.08253851898
420	0.08242141644
421	0.08226962539
422	0.08224915348
423	0.08207755293
424	0.08182681227
425	0.08174378237
426	0.0816229072
427	0.08149070365
428	0.08133151774
429	0.08117670783
430	0.08106519429
431	0.08097507101
432	0.08073641223
433	0.08057000781
434	0.0804758098
435	0.08039128705
436	0.08037007049
437	0.08013464958
438	0.08012041209
439	0.07996339497
440	0.07975257311
441	0.07954218441
442	0.07950896917
443	0.07941886108
444	0.0792913247
445	0.07916498887
446	0.07887606608
447	0.07880374557
448	0.07871817841
449	0.07870305856
450	0.0785306166
451	0.07848820505
452	0.07844158881
453	0.07827739419
454	0.07819218507
455	0.07810632971
456	0.07794885158
457	0.0778284941
458	0.0776170426
459	0.07747454331
460	0.0773844544
461	0.07730894717
462	0.07709310631
463	0.07696193004
464	0.07691906208
465	0.07683213803
466	0.07670514565
467	0.07666372727
468	0.076543946
469	0.07644110431
470	0.07631266705
471	0.07625052856
472	0.07611987837
473	0.07594130119
474	0.07577314493
475	0.07565218287
476	0.07548684982
477	0.07547470401
478	0.07535961446
479	0.0752505541
480	0.07512618717
481	0.07502113894
482	0.07497186058
483	0.07485558138
484	0.07475139834
485	0.07473954295
486	0.07455180403
487	0.07453152952
488	0.07440873369
489	0.07431779447
490	0.07430760345
491	0.07429526779
492	0.07413653749
493	0.07398426424
494	0.07390132225
495	0.07367938327
496	0.07366388596
497	0.07355648947
498	0.07337815394
499	0.07324564789
500	0.07311800501
501	0.07295912151
502	0.07282367018
503	0.07276788048
504	0.07260620524
505	0.07244489737
506	0.07224299653
507	0.07211764362
508	0.07203169823
509	0.07200614127
510	0.07196039157
511	0.07179385626
512	0.07155787675
513	0.07145606822
514	0.07127765678
515	0.07118364787
516	0.07104425869
517	0.07098507127
518	0.07082613136
519	0.07079246555
520	0.07065349733
521	0.07051006504
522	0.07047952471
523	0.07037476492
524	0.07035569087
525	0.07029705384
526	0.07019613279
527	0.07007437105
528	0.06998940717
529	0.06984585235
530	0.06971420354
531	0.06968903261
532	0.06952367822
533	0.06937865203
534	0.06928709413
535	0.06918100017
536	0.06904011615
537	0.06895111341
538	0.06877888416
539	0.06872672925
540	0.06854216377
541	0.06851111128
542	0.06836512889
543	0.06817427931
544	0.06816333314
545	0.06806478748
546	0.06805575888
547	0.06804739234
548	0.06801263317
549	0.0679301765
550	0.06784471027
551	0.06774447493
552	0.06767826075
553	0.06762046648
554	0.06748882261
555	0.06732578453
556	0.06722856918
557	0.06717032165
558	0.06701874852
559	0.06690647693
560	0.06676832572
561	0.06670456741
562	0.06664006937
563	0.06652052971
564	0.06634453715
565	0.06632161241
566	0.06627421184
567	0.06614930315
568	0.06606169341
569	0.06593702174
570	0.06581079636
571	0.0656016663
572	0.06548039556
573	0.06547088434
574	0.06546453512
575	0.06530402114
576	0.06520620004
577	0.06506090066
578	0.06499493889
579	0.06493206003
580	0.06485322176
581	0.06484550099
582	0.06483691733
583	0.06473010054
584	0.06464459911
585	0.06463782369
586	0.06457384134
587	0.06439250985
588	0.0643283694
589	0.06418266021
590	0.06411617754
591	0.06397588641
592	0.06390605959
593	0.06383460949
594	0.063712301
595	0.06358899127
596	0.06355629276
597	0.06349814559
598	0.06339111959
599	0.06333058965
600	0.06319758001
601	0.06312434845
602	0.06300737988
603	0.06287466075
604	0.06282636399
605	0.06274820823
606	0.06269020218
607	0.06254860118
608	0.06241648073
609	0.06227781324
610	0.06221841394
611	0.06209277674
612	0.06203795271
613	0.06197549605
614	0.06183899014
615	0.06174431176
616	0.06170559814
617	0.06161091413
618	0.06150399674
619	0.06145149568
620	0.061375256
621	0.0613700041
622	0.06132601088
623	0.06122337721
624	0.06117559152
625	0.06103832597
626	0.06088422639
627	0.06079795576
628	0.06071240448
629	0.06061563992
630	0.0605405369
631	0.06042398038
632	0.06032044036
633	0.06020192003
634	0.06016579346
635	0.06003243086
636	0.05998461856
637	0.0598702767
638	0.05986427123
639	0.05977459626
640	0.05968100563
641	0.05949950896
642	0.05945635239
643	0.05940752894
644	0.0592909467
645	0.05917387105
646	0.05905618676
647	0.05900257487
648	0.05887165891
649	0.05883116783
650	0.05875606035
651	0.05872814013
652	0.05860125766
653	0.05856492423
654	0.05855782822
655	0.05844588575
656	0.05843083961
657	0.05834512201
658	0.05826294301
659	0.05818396306
660	0.05817644084
661	0.05815091795
662	0.05804223827
663	0.05800455513
664	0.05798703343
665	0.05796399598
666	0.05789279666
667	0.05787270435
668	0.05786446999
669	0.05776441972
670	0.0576488952
671	0.05756687642
672	0.0574647759
673	0.05736121908
674	0.05735072656
675	0.05724050566
676	0.05720957217
677	0.05714309152
678	0.05711988945
679	0.05707227422
680	0.05699856649
681	0.05687896724
682	0.05680278506
683	0.05673385064
684	0.05658284756
685	0.05649902757
686	0.05636956372
687	0.05630826633
688	0.05627899895
689	0.05619045916
690	0.05602679478
691	0.05593079738
692	0.05587376523
693	0.05579092632
694	0.05576196989
695	0.05562319308
696	0.05561948214
697	0.0555433669
698	0.05540064366
699	0.05538186127
700	0.05529386318
701	0.05528800988
702	0.05528368519
703	0.05518146202
704	0.05510200731
705	0.05509397408
706	0.05508643426
707	0.05496039124
708	0.05487349315
709	0.05483712901
710	0.05475948906
711	0.05475339865
712	0.05472364938
713	0.05462104509
714	0.05453256325
715	0.05439925506
716	0.05433895055
717	0.05428249795
718	0.0542089065
719	0.05420455516
720	0.0541132457
721	0.05399797386
722	0.05396994376
723	0.05396409208
724	0.05386369874
725	0.05376857843
726	0.05376505979
727	0.05376123394
728	0.05365285478
729	0.05353013632
730	0.05341958783
731	0.05338287382
732	0.05328858959
733	0.05321805828
734	0.05320195157
735	0.05313576864
736	0.05305545768
737	0.05295296651
738	0.052947751
739	0.05289914004
740	0.05283585979
741	0.05276830509
742	0.05273823337
743	0.05268414673
744	0.05261452064
745	0.0525391012
746	0.05243266928
747	0.05241490114
748	0.05239254609
749	0.05230039939
750	0.05225018887
751	0.05211367616
752	0.0520684594
753	0.05197125025
754	0.05192482805
755	0.05182431645
756	0.05171544339
757	0.05160625901
758	0.05158137705
759	0.0514958719
760	0.05144143426
761	0.05140760016
762	0.05137743218
763	0.05131392405
764	0.05127500669
765	0.05119487065
766	0.05118230511
767	0.05112643985
768	0.05112181623
769	0.05104558438
770	0.05093846556
771	0.05085366679
772	0.05084861931
773	0.05072104934
774	0.05060759364
775	0.05053558893
776	0.05040443187
777	0.0503906859
778	0.05029437029
779	0.05016546499
780	0.05016003351
781	0.05004384425
782	0.04994967399
783	0.04991277483
784	0.04982052508
785	0.04976815313
786	0.04973711081
787	0.04969140804
788	0.0496783032
789	0.04952959317
790	0.04951302999
791	0.04944609601
792	0.04933403492
793	0.04923124286
794	0.04915649271
795	0.04910578081
796	0.04909770734
797	0.04900642765
798	0.04896067691
799	0.04886880237
800	0.04886383049
801	0.04878804878
802	0.04874739674
803	0.04865095227
804	0.04857886038
805	0.04855744618
806	0.0485353186
807	0.04850786039
808	0.04850402829
809	0.04844265491
810	0.0484132545
811	0.04831722589
812	0.04827199204
813	0.04824620538
814	0.0481756949
815	0.04812774116
816	0.04806577221
817	0.04796802415
818	0.04794051354
819	0.04785882913
820	0.0478331387
821	0.04773167534
822	0.04761006717
823	0.04752872398
824	0.04752416854
825	0.04744710249
826	0.04737010234
827	0.04736735773
828	0.04723005491
829	0.04717963405
830	0.04707436028
831	0.04700093012
832	0.04686825778
833	0.04686341356
834	0.04677403455
835	0.04676076703
836	0.04665941426
837	0.04657241618
838	0.04652892044
839	0.04650658308
840	0.04640262349
841	0.04629088297
842	0.04628707614
843	0.04616685718
844	0.04604997663
845	0.04598681959
846	0.0459803189
847	0.0459047656
848	0.04579262119
849	0.04570952513
850	0.04564820875
851	0.04562085006
852	0.04555273362
853	0.04554643153
854	0.04548843214
855	0.04544656736
856	0.04538772887
857	0.04538497709
858	0.04531357527
859	0.04520282842
860	0.04513680071
861	0.0450593436
862	0.04500064955
863	0.04490470834
864	0.04482784561
865	0.04478745847
866	0.04477550468
867	0.04474460717
868	0.04471893277
869	0.04467763602
870	0.04459667491
871	0.04457102113
872	0.04452616597
873	0.0444638579
874	0.04442487214
875	0.04438727853
876	0.04434716064
877	0.0443156061
878	0.0441902705
879	0.04410614534
880	0.04410181086
881	0.04409637607
882	0.04403727079
883	0.04397664632
884	0.04392194699
885	0.04388998065
886	0.04381946645
887	0.04373750379
888	0.04373283747
889	0.04366041027
890	0.04362120669
891	0.04352347064
892	0.0434578441
893	0.04336579749
894	0.04327752004
895	0.04316228953
896	0.04306856176
897	0.04294622574
898	0.04294329141
899	0.04284784969
900	0.04282054302
901	0.0427375383
902	0.0426571167
903	0.04262011039
904	0.04261722474
905	0.04260571526
906	0.04249605213
907	0.04239734786
908	0.04235230942
909	0.04229708022
910	0.04229221375
911	0.04222148269
912	0.0421818885
913	0.04211191079
914	0.0420706152
915	0.04201476209
916	0.04198587483
917	0.04191414691
918	0.04186574961
919	0.04181836921
920	0.041764486
921	0.04172971903
922	0.04169752294
923	0.0416745113
924	0.04164363309
925	0.04158399014
926	0.04151474076
927	0.04146036144
928	0.04144359918
929	0.0413541197
930	0.04130287121
931	0.04121483789
932	0.04113025478
933	0.04104945887
934	0.04104561309
935	0.04096994335
936	0.04090057236
937	0.04082058824
938	0.04078693205
939	0.04065683192
940	0.04062713873
941	0.04055507059
942	0.0405120904
943	0.04045861218
944	0.04042061637
945	0.04039106511
946	0.0402900363
947	0.04028043347
948	0.04022721592
949	0.04018166799
950	0.04011347587
951	0.04004832706
952	0.03999943478
953	0.03993660165
954	0.03985483529
955	0.03984957283
956	0.03979641563
957	0.03979181407
958	0.03970602881
959	0.03966350433
960	0.03957788186
961	0.03951110835
962	0.03944512623
963	0.03943817867
964	0.03935970495
965	0.03933055338
966	0.03925551994
967	0.03923193385
968	0.03919669556
969	0.03910969365
970	0.03908605327
971	0.03907902259
972	0.03904226202
973	0.03897182123
974	0.0389696556
975	0.03889021336
976	0.03882107483
977	0.0387758253
978	0.03876896188
979	0.03876747475
980	0.03872456674
981	0.03863902988
982	0.03862439307
983	0.03857288786
984	0.03850787391
985	0.03848308663
986	0.03842874232
987	0.03835960407
988	0.03832168322
989	0.03823137513
990	0.0381892407
991	0.03814606814
992	0.03805524485
993	0.03804590083
994	0.03799652755
995	0.03791547104
996	0.03788272681
997	0.03787635657
998	0.03781635008
999	0.03777728001
